Age Range,Experience,Industry,Job Title,Education,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
22-25,2,Telecommunications,Manager,Bachelor's Degree,United States,90000.0,5000.0,0.0,Female
22-25,2,Telecommunications,Account Manager,Bachelor's Degree,United States,70000.0,35000.0,0.0,Female
22-25,2,Telecommunications,Communications,Master's Degree,Netherlands,58795.2,5444.0,0.0,Female
22-25,2,Telecommunications,Marketing,Bachelor's Degree,United States,52000.0,0.0,0.0,Female
22-25,2,Telecommunications,Coo,Bachelor's Degree,United States,70000.0,0.0,0.0,Female
22-25,2,Telecommunications,Computer Customer Support Specialist,Bachelor's Degree,United States,38000.0,0.0,0.0,Female
22-25,2,Telecommunications,Independent Video Producer,Bachelor's Degree,United States,65000.0,0.0,0.0,Female
22-25,2,Telecommunications,Actuarial Associate,Bachelor's Degree,United States,76000.0,0.0,0.0,Female
22-25,2,Telecommunications,Broadcast Producer,Bachelor's Degree,United States,87000.0,0.0,0.0,Female
22-25,2,Entertainment/Tv,Other,Bachelor's Degree,United States,15000.0,0.0,0.0,Female
22-25,2,Health Care,Social Media Manager,Bachelor's Degree,United States,78000.0,0.0,0.0,Female
22-25,2,Administration,Engineer,Master's Degree,United States,235000.0,70000.0,0.0,Male
22-25,2,Automotive,Art Conservator,Bachelor's Degree,United States,45760.0,5000.0,0.0,Male
22-25,2,Retail,Administrative Assistant,Bachelor's Degree,United States,36000.0,5000.0,0.0,Female
22-25,2,Credit Intermediation And Related Activities,Clinical Laboratory Technologists And Technicians,Bachelor's Degree,United States,47000.0,0.0,0.0,Female
22-25,2,Insurance,Computer Customer Support Specialist,Bachelor's Degree,United States,70000.0,3000.0,0.0,Female
22-25,2,Clothing And Clothing Accessories Stores,Computer Operations Manager,Bachelor's Degree,Canada,42867.8,739.1,0.0,Female
22-25,2,Translation,Manager,Bachelor's Degree,United States,60000.0,0.0,0.0,Female
22-25,2,Translation,Account Executive,Bachelor's Degree,United States,46000.0,1380.0,0.0,Female
22-25,2,Logistics,Project Manager,Master's Degree,United Kingdom,70125.0,6375.0,0.0,Female
22-25,2,Sports,Coo,Bachelor's Degree,Australia,42614.0,0.0,0.0,Female
22-25,2,Air Transportation,Analyst,Bachelor's Degree,United States,70000.0,3000.0,0.0,Female
22-25,2,Air Transportation,Analyst,Bachelor's Degree,United States,57000.0,5700.0,0.0,Female
22-25,2,Air Transportation,Data Analyst,Master's Degree,United States,81600.0,12240.0,0.0,Female
22-25,2,Air Transportation,Manager,Bachelor's Degree,United States,57000.0,11400.0,0.0,Male
22-25,2,Air Transportation,Audit Associate,Bachelor's Degree,United States,42500.0,0.0,0.0,Female
22-25,2,Air Transportation,Assistant Manager,Bachelor's Degree,United States,57500.0,0.0,0.0,Female
22-25,2,Event Planning,Coo,Bachelor's Degree,Canada,41389.6,0.0,0.0,Female
22-25,2,Tourism/Travel,Accounting Assistant,Bachelor's Degree,United States,44000.0,0.0,0.0,Female
22-25,2,Tourism/Travel,Analyst,Bachelor's Degree,United States,52000.0,0.0,0.0,Female
22-25,2,Tourism/Travel,Coo,Bachelor's Degree,United States,52000.0,0.0,0.0,Female
22-25,2,Tourism/Travel,Computer Customer Support Specialist,Bachelor's Degree,United States,60000.0,0.0,0.0,Female
22-25,2,Tourism/Travel,Baby Sitter,Bachelor's Degree,Canada,48041.5,739.1,0.0,Female
22-25,2,Tourism/Travel,Bank Branch Manager,Bachelor's Degree,United States,50000.0,50000.0,0.0,Male
22-25,2,Tourism/Travel,Digital Marketing Manager,Master's Degree,United States,61500.0,0.0,0.0,Female
22-25,2,Logistics,Account Coordinator,Bachelor's Degree,United States,31000.0,100.0,0.0,Female
22-25,2,Televisiom/Tv,Research,Bachelor's Degree,United States,28600.0,0.0,0.0,Female
22-25,2,Televisiom/Tv,Budget Coordinator,Bachelor's Degree,United States,52000.0,0.0,0.0,Female
22-25,2,Broadcasting,Movie Producer,Bachelor's Degree,United States,72000.0,0.0,0.0,Female
22-25,2,Communications/Media,Sales,Master's Degree,United States,38000.0,3000.0,0.0,Female
22-25,2,Dental,Coordinator Of Rehabilitation Services,Master's Degree,United States,55333.0,1000.0,0.0,Female
22-25,2,Esg,Accountant,Bachelor's Degree,United States,46644.0,0.0,0.0,Female
22-25,2,Credit Intermediation And Related Activities,Assistant Planner,Master's Degree,United States,85000.0,0.0,0.0,Male
22-25,2,Mining,Community Development Planner,Bachelor's Degree,Canada,38433.2,0.0,0.0,Female
22-25,2,Mining,Community Development Planner,Bachelor's Degree,United States,36000.0,0.0,0.0,Male
22-25,2,Utilities,Training Coordinator,Bachelor's Degree,United States,71100.0,5000.0,0.0,Female
22-25,2,Utilities,Electrical Design Engineer,Bachelor's Degree,United States,70000.0,0.09,0.0,Male
22-25,2,Utilities,Electrical Design Engineer,Bachelor's Degree,United States,95000.0,10000.0,0.0,Male
22-25,2,Utilities,Data Analyst,Bachelor's Degree,United States,77000.0,5000.0,0.0,Male
22-25,2,Utilities,Engineer,Bachelor's Degree,United States,78000.0,7800.0,0.0,Male
22-25,2,Utilities,Engineer,Bachelor's Degree,United States,90000.0,9000.0,0.0,Female
22-25,2,Information Technology/It,Computer Hardware Designer,Bachelor's Degree,United States,107250.0,0.0,0.0,Female
22-25,2,Digital,Executive Assistant,Bachelor's Degree,Canada,31781.3,0.0,0.0,Female
22-25,2,Digital,Customer Relations Representative,Bachelor's Degree,United States,70000.0,10500.0,0.0,Female
22-25,2,Digital,Coo,Bachelor's Degree,United States,55000.0,0.0,0.0,Female
22-25,2,Digital,Actuarial Associate,Bachelor's Degree,United States,125000.0,0.2,0.0,Female
22-25,2,Veterinary,Veterinary Technician,Bachelor's Degree,United States,40000.0,100.0,0.0,Female
22-25,2,Veterinary,Veterinary Technician,Bachelor's Degree,United States,29500.0,50.0,0.0,Female
22-25,2,Esg,Public Relations,Bachelor's Degree,United States,65000.0,0.1,0.0,Male
22-25,2,Education,Film And Video Editors And Camera Operators,Bachelor's Degree,United States,49960.0,0.0,0.0,Female
22-25,2,Education,Legal Administrative Assistant,Bachelor's Degree,United States,32663.0,0.0,0.0,Male
22-25,2,Esg,Recruiter,Master's Degree,France,64239.2,4355.2,0.0,Female
22-25,2,Photography,Coo,Bachelor's Degree,United States,42000.0,0.0,0.0,Female
22-25,2,Warehousng,Shipping And Receiving Clerk,No Schooling,United States,51000.0,0.0,0.0,Female
22-25,2,Warehousng,Auditor,Some college,United States,38000.0,0.0,0.0,Male
22-25,2,Asset Management,Controller,Bachelor's Degree,United States,75000.0,15000.0,0.0,Female
22-25,2,Manufacturing,Program Writer,Bachelor's Degree,United States,74000.0,0.0,0.0,Female
22-25,2,Health Care,Consultant,Bachelor's Degree,United States,80000.0,0.0,0.0,Male
22-25,2,Asset Management,Summer Associate,Master's Degree,United States,90000.0,10000.0,0.0,Female
22-25,2,Asset Management,Actuarial Associate,Bachelor's Degree,United States,65000.0,10000.0,0.0,Male
22-25,2,Asset Management,Analyst,Bachelor's Degree,United States,58500.0,5000.0,0.0,Female
22-25,2,Bedding/Matress,Sales,Some college,United States,42000.0,4500.0,0.0,Female
22-25,2,Bedding/Matress,Wedding Coordinator,Bachelor's Degree,United States,40000.0,0.0,0.0,Female
22-25,2,Merchant Wholesalers,Financial Analyst,Bachelor's Degree,United States,83000.0,1700.0,0.0,Male
22-25,2,Wholesale Trade,Ceo,High School Diploma,United States,60000.0,420000.0,0.0,Male
22-25,2,Beverage/Alcohol,Pit Steward,Bachelor's Degree,United States,50000.0,0.0,0.0,Female
22-25,2,Beverage/Alcohol,Coo,Bachelor's Degree,United States,50000.0,0.0,0.0,Female
22-25,2,Beverage/Alcohol,Assistant Account Executive,Bachelor's Degree,United States,40800.0,500.0,0.0,Female
22-25,2,Beverage/Alcohol,Technician,Bachelor's Degree,United States,39520.0,0.0,0.0,Female
22-25,2,Esg,Coach,Bachelor's Degree,United States,40976.0,0.0,0.0,Female
22-25,2,Health Care,Budget Coordinator,Master's Degree,United States,65000.0,5000.0,0.0,Female
22-25,2,Information Technology/It,Project Manager,Bachelor's Degree,United States,70000.0,5000.0,4.0,Female
22-25,2,Consulting,Consultant,Bachelor's Degree,United States,208000.0,35.0,20.0,Female
22-25,2,Childcare,Day Care Worker,Some college,United States,27000.0,1000.0,300.0,Female
22-25,2,Finance,Conference Planning Manager,Master's Degree,United States,55000.0,0.0,500.0,Female
22-25,2,Health Care,Or Tech,Associate Degree,United States,26000.0,0.0,500.0,Male
22-25,2,Health Care,Emt,Bachelor's Degree,United States,62000.0,0.0,500.0,Female
22-25,2,Health Care,Lpn,Trade School,United States,52000.0,500.0,500.0,Female
22-25,2,Pharmacy,Pharmacy Technician,Bachelor's Degree,United States,52000.0,0.0,500.0,Female
22-25,2,Sales,Consultant,No Schooling,United States,21000.0,2000.0,500.0,Female
22-25,2,Contractor,Farm Equipment Engineer,Bachelor's Degree,United States,93000.0,10000.0,500.0,Male
22-25,2,Building Construction,Tactical Vehicle Painter,Some college,United States,45000.0,0.0,500.0,Female
22-25,2,Rental And Leasing Services,Other,Bachelor's Degree,United States,57661.0,1000.0,500.0,Female
22-25,2,Real Estate/Housing,Audit Associate,Bachelor's Degree,United States,33000.0,12000.0,600.0,Female
22-25,2,Accounting,Auditor,Bachelor's Degree,United States,73000.0,0.0,1000.0,Female
22-25,2,Accounting,Consultant,Associate Degree,United States,97000.0,6000.0,1000.0,Female
22-25,2,Accounting,Controller,Bachelor's Degree,United States,50000.0,0.0,1000.0,Female
22-25,2,Architecture,Die Designer,Master's Degree,United States,60000.0,3000.0,1000.0,Other
22-25,2,Architecture,Coo,Master's Degree,United States,59500.0,10000.0,1000.0,Female
22-25,2,Construction,Engineer,Bachelor's Degree,United States,88000.0,1600.0,1000.0,Male
22-25,2,Construction,Analyst,Bachelor's Degree,United States,65500.0,3000.0,1000.0,Male
22-25,2,Consulting,Auditor,Master's Degree,United States,76000.0,200.0,1000.0,Female
22-25,2,Design,Interior Designer,Bachelor's Degree,United States,49000.0,0.0,1000.0,Female
22-25,2,E-Commerce,Coo,Bachelor's Degree,United States,50000.0,0.03,1000.0,Female
22-25,2,Engineering,Engineer,Bachelor's Degree,United States,77000.0,4000.0,1000.0,Male
22-25,2,Consulting,Environmental Engineers,Master's Degree,United States,70000.0,1000.0,1000.0,Female
22-25,2,Finance,Software Engineer,Bachelor's Degree,United States,83000.0,2000.0,1000.0,Female
22-25,2,Finance,Analyst,Bachelor's Degree,United States,72500.0,7250.0,1000.0,Female
22-25,2,Finance,Account Executive,Bachelor's Degree,United States,120000.0,10000.0,1000.0,Female
22-25,2,Finance,Customer Service Representatives,Bachelor's Degree,United States,39568.0,0.0,1000.0,Male
22-25,2,Health Care,Business,Some college,United States,41000.0,0.0,1000.0,Male
22-25,2,Health Care,Administrative Assistant,Bachelor's Degree,United States,47500.0,2000.0,1000.0,Female
22-25,2,Marketing,Social And Community Service Managers,Bachelor's Degree,United States,60000.0,0.0,1000.0,Female
22-25,2,Marketing,Digital Marketing Manager,Bachelor's Degree,United States,62000.0,0.0,1000.0,Female
22-25,2,Communications/Media,Independent Video Producer,Bachelor's Degree,United States,67000.0,0.0,1000.0,Female
22-25,2,Medical Field/Medicine,Social Workers,Master's Degree,United States,45600.0,0.0,1000.0,Female
22-25,2,Non-Profit,Account Coordinator,Master's Degree,United States,41000.0,0.0,1000.0,Female
22-25,2,Accounting,Audit Associate,Master's Degree,United States,64500.0,0.0,1000.0,Female
22-25,2,Accounting,Tax Accountant,Master's Degree,United States,75000.0,500.0,1000.0,Female
22-25,2,Accounting,Associate Strategist,Bachelor's Degree,United States,65000.0,2500.0,1000.0,Female
22-25,2,Real Estate/Housing,Communicable Disease Specialist,Bachelor's Degree,United States,36480.0,0.0,1000.0,Female
22-25,2,Recruitment/Staffing,Corporate,Bachelor's Degree,United States,76000.0,10000.0,1000.0,Female
22-25,2,Mining,Transportation Clerk,Bachelor's Degree,United States,65208.0,0.0,1000.0,Female
22-25,2,Banking,Banker,Some college,United States,45000.0,1200.0,1000.0,Female
22-25,2,Gaming,Account Executive,Bachelor's Degree,United States,675600.0,0.0,1000.0,Female
22-25,2,Payroll/Taxes,Tax Accountant,Bachelor's Degree,United States,78000.0,2000.0,1000.0,Male
22-25,2,Information Technology/It,Software Engineer,Bachelor's Degree,United States,124000.0,25000.0,1000.0,Female
22-25,2,Information Technology/It,Budget Officer,Bachelor's Degree,Canada,44346.0,0.0,739.1,Female
22-25,2,Information Technology/It,Account Manager,Bachelor's Degree,United States,50000.0,5000.0,1000.0,Other
22-25,2,Mining,Community Development Planner,Bachelor's Degree,United States,48000.0,0.0,1000.0,Female
22-25,2,Wholesale Trade,Marketing,Associate Degree,United States,39520.0,0.0,1200.0,Female
22-25,2,Advertising,Audit Associate,Bachelor's Degree,United States,40000.0,500.0,1500.0,Female
22-25,2,Engineering,Engineer,Bachelor's Degree,United States,58500.0,2500.0,1500.0,Female
22-25,2,Digital,Coordinator Of Rehabilitation Services,Bachelor's Degree,United States,42000.0,3000.0,1500.0,Female
22-25,2,Biotech,Sales,Bachelor's Degree,United States,60000.0,40000.0,1500.0,Female
22-25,2,Law/Legal/Attorney,Paralegal,Bachelor's Degree,United States,55000.0,2000.0,1500.0,Male
22-25,2,Amusement,Analyst,Bachelor's Degree,United States,40000.0,0.0,1500.0,Female
22-25,2,Communications/Media,Marketing,Bachelor's Degree,United States,65000.0,0.0,1500.0,Female
22-25,2,Accounting,Audit Associate,Master's Degree,United States,60000.0,0.0,1500.0,Female
22-25,2,Health Care,Manager,Associate Degree,United States,31200.0,0.0,1500.0,Female
22-25,2,Information Technology/It,Analyst,Bachelor's Degree,United States,64000.0,3400.0,1500.0,Male
22-25,2,Information Technology/It,Marketing,Bachelor's Degree,United States,52000.0,0.0,1500.0,Female
22-25,2,Entertainment/Tv,Broadcast Producer,Bachelor's Degree,United States,42000.0,3000.0,1500.0,Male
22-25,2,Biotech,Analytical Chemist,Bachelor's Degree,United States,59000.0,0.0,1600.0,Female
22-25,2,Academia,Director Of Student Services,Bachelor's Degree,United States,32500.0,0.0,2000.0,Female
22-25,2,Accounting,Associate Strategist,Bachelor's Degree,United States,56000.0,0.0,2000.0,Female
22-25,2,Accounting,Staff Accountant,Bachelor's Degree,United States,67000.0,0.0,2000.0,Female
22-25,2,Accounting,Auditor,Bachelor's Degree,United States,90000.0,2000.0,2000.0,Female
22-25,2,Accounting,Quality Assurance Analysts And Testers,Bachelor's Degree,United States,64108.0,1600.0,2000.0,Female
22-25,2,Accounting,Intern,Bachelor's Degree,United States,77000.0,6600.0,2000.0,Female
22-25,2,Aerospace,Engineer,Bachelor's Degree,United States,78000.0,0.0,2000.0,Female
22-25,2,Aerospace,Case Management,Bachelor's Degree,United States,46000.0,0.0,2000.0,Male
22-25,2,Apparel,Coo,Bachelor's Degree,United States,60000.0,500.0,2000.0,Female
22-25,2,Auditing,Audit Associate,Master's Degree,United States,88000.0,5000.0,2000.0,Female
22-25,2,Automotive,Software Engineer,Bachelor's Degree,United States,68000.0,8000.0,2000.0,Male
22-25,2,Biotech,Research,Bachelor's Degree,United States,67000.0,2000.0,2000.0,Female
22-25,2,Manufacturing,Engineer,Bachelor's Degree,United States,84000.0,5000.0,2000.0,Female
22-25,2,Engineering,Engineer,Bachelor's Degree,United States,65000.0,1000.0,2000.0,Female
22-25,2,Engineering,Analyst,Bachelor's Degree,United States,74000.0,15000.0,2000.0,Female
22-25,2,Engineering,Engineer,Bachelor's Degree,United States,59000.0,1000.0,2000.0,Female
22-25,2,Biotech,Engineer,Bachelor's Degree,United Kingdom,52912.5,2550.0,2550.0,Male
22-25,2,Construction,Engineer,Bachelor's Degree,United States,72000.0,0.0,2000.0,Male
